52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
55627 verbose linkBins ansi-regex@2.0.0
55628 verbose linkMans ansi-regex@2.0.0
55629 silly build ansi-styles@2.1.0
55630 info linkStuff ansi-styles@2.1.0
55631 silly linkStuff ansi-styles@2.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/squeak/node_modules as its parent node_modules
55632 verbose linkBins ansi-styles@2.1.0
55633 verbose linkMans ansi-styles@2.1.0
55634 silly build has-ansi@2.0.0
55635 info linkStuff has-ansi@2.0.0
55636 silly linkStuff has-ansi@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/squeak/node_modules as its parent node_modules
55637 verbose linkBins has-ansi@2.0.0
55638 verbose linkMans has-ansi@2.0.0
55639 silly build strip-ansi@3.0.0
55640 info linkStuff strip-ansi@3.0.0
55641 silly linkStuff strip-ansi@3.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/squeak/node_modules as its parent node_modules
55642 verbose linkBins strip-ansi@3.0.0
55643 verbose linkMans strip-ansi@3.0.0
55644 silly build supports-color@2.0.0
55645 info linkStuff supports-color@2.0.0
55646 silly linkStuff supports-color@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/squeak/node_modules as its parent node_modules
55647 verbose linkBins supports-color@2.0.0
55648 verbose linkMans supports-color@2.0.0
55649 silly build chalk@1.1.1
55650 info linkStuff chalk@1.1.1
55651 silly linkStuff chalk@1.1.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/squeak/node_modules as its parent node_modules
55652 verbose linkBins chalk@1.1.1
55653 verbose linkMans chalk@1.1.1
55654 silly build asn1@0.2.3
55655 info linkStuff asn1@0.2.3
55656 silly linkStuff asn1@0.2.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/sshpk/node_modules as its parent node_modules
55657 verbose linkBins asn1@0.2.3
55658 verbose linkMans asn1@0.2.3
55659 silly build assert-plus@0.2.0
55660 info linkStuff assert-plus@0.2.0
55661 silly linkStuff assert-plus@0.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/sshpk/node_modules as its parent node_modules
55662 verbose linkBins assert-plus@0.2.0
55663 verbose linkMans assert-plus@0.2.0
55664 silly build stat-mode@0.2.1
55665 info linkStuff stat-mode@0.2.1
55666 silly linkStuff stat-mode@0.2.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55667 verbose linkBins stat-mode@0.2.1
55668 verbose linkMans stat-mode@0.2.1
55669 silly build string_decoder@0.10.31
55670 info linkStuff string_decoder@0.10.31
55671 silly linkStuff string_decoder@0.10.31 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55672 verbose linkBins string_decoder@0.10.31
55673 verbose linkMans string_decoder@0.10.31
55674 silly build readable-stream@1.0.33
55675 info linkStuff readable-stream@1.0.33
55676 silly linkStuff readable-stream@1.0.33 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/request/node_modules as its parent node_modules
55677 verbose linkBins readable-stream@1.0.33
55678 verbose linkMans readable-stream@1.0.33
55679 silly build bl@0.9.4
55680 info linkStuff bl@0.9.4
55681 silly linkStuff bl@0.9.4 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/request/node_modules as its parent node_modules
55682 verbose linkBins bl@0.9.4
55683 verbose linkMans bl@0.9.4
55684 silly build readable-stream@1.1.13
55685 info linkStuff readable-stream@1.1.13
55686 silly linkStuff readable-stream@1.1.13 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55687 verbose linkBins readable-stream@1.1.13
55688 verbose linkMans readable-stream@1.1.13
55689 silly build stream-counter@0.2.0
55690 info linkStuff stream-counter@0.2.0
55691 silly linkStuff stream-counter@0.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55692 verbose linkBins stream-counter@0.2.0
55693 verbose linkMans stream-counter@0.2.0
55694 silly build duplexer2@0.0.2
55695 info linkStuff duplexer2@0.0.2
55696 silly linkStuff duplexer2@0.0.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/multipipe/node_modules as its parent node_modules
55697 verbose linkBins duplexer2@0.0.2
55698 verbose linkMans duplexer2@0.0.2
55699 silly build multipipe@0.1.2
55700 info linkStuff multipipe@0.1.2
55701 silly linkStuff multipipe@0.1.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55702 verbose linkBins multipipe@0.1.2
55703 verbose linkMans multipipe@0.1.2
55704 silly build multiparty@3.2.8
55705 info linkStuff multiparty@3.2.8
55706 silly linkStuff multiparty@3.2.8 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55707 verbose linkBins multiparty@3.2.8
55708 verbose linkMans multiparty@3.2.8
55709 silly build htmlparser2@3.8.3
55710 info linkStuff htmlparser2@3.8.3
55711 silly linkStuff htmlparser2@3.8.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55712 verbose linkBins htmlparser2@3.8.3
55713 verbose linkMans htmlparser2@3.8.3
55714 silly build jshint@2.5.11
55715 info linkStuff jshint@2.5.11
55716 silly linkStuff jshint@2.5.11 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55717 warn prefer global jshint@2.5.11 should be installed with -g
55718 verbose linkBins jshint@2.5.11
55719 verbose link bins [ { jshint: './bin/jshint' },
55719 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
55719 verbose link bins   false ]
55720 verbose linkMans jshint@2.5.11
55721 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/jshint is being purged
55722 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/jshint
55723 silly build grunt-contrib-jshint@0.10.0
55724 info linkStuff grunt-contrib-jshint@0.10.0
55725 silly linkStuff grunt-contrib-jshint@0.10.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55726 verbose linkBins grunt-contrib-jshint@0.10.0
55727 verbose linkMans grunt-contrib-jshint@0.10.0
55728 silly build ansi-regex@2.0.0
55729 info linkStuff ansi-regex@2.0.0
55730 silly linkStuff ansi-regex@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/string-length/node_modules as its parent node_modules
55731 verbose linkBins ansi-regex@2.0.0
55732 verbose linkMans ansi-regex@2.0.0
55733 silly build strip-ansi@3.0.0
55734 info linkStuff strip-ansi@3.0.0
55735 silly linkStuff strip-ansi@3.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/string-length/node_modules as its parent node_modules
55736 verbose linkBins strip-ansi@3.0.0
55737 verbose linkMans strip-ansi@3.0.0
55738 silly build string-length@1.0.1
55739 info linkStuff string-length@1.0.1
55740 silly linkStuff string-length@1.0.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55741 verbose linkBins string-length@1.0.1
55742 verbose linkMans string-length@1.0.1
55743 silly build stringstream@0.0.5
55744 info linkStuff stringstream@0.0.5
55745 silly linkStuff stringstream@0.0.5 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55746 verbose linkBins stringstream@0.0.5
55747 verbose linkMans stringstream@0.0.5
55748 silly build strip-ansi@0.3.0
55749 info linkStuff strip-ansi@0.3.0
55750 silly linkStuff strip-ansi@0.3.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55751 verbose linkBins strip-ansi@0.3.0
55752 verbose link bins [ { 'strip-ansi': 'cli.js' },
55752 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
55752 verbose link bins   false ]
55753 verbose linkMans strip-ansi@0.3.0
55754 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/strip-ansi is being purged
55755 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/strip-ansi
55756 silly build strip-bom@2.0.0
55757 info linkStuff strip-bom@2.0.0
55758 silly linkStuff strip-bom@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55759 verbose linkBins strip-bom@2.0.0
55760 verbose linkMans strip-bom@2.0.0
55761 silly build load-json-file@1.1.0
55762 info linkStuff load-json-file@1.1.0
55763 silly linkStuff load-json-file@1.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55764 verbose linkBins load-json-file@1.1.0
55765 verbose linkMans load-json-file@1.1.0
55766 silly build strip-bom-stream@1.0.0
55767 info linkStuff strip-bom-stream@1.0.0
55768 silly linkStuff strip-bom-stream@1.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55769 verbose linkBins strip-bom-stream@1.0.0
55770 verbose linkMans strip-bom-stream@1.0.0
55771 silly build ansi-regex@2.0.0
55772 info linkStuff ansi-regex@2.0.0
55773 silly linkStuff ansi-regex@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/strip-dirs/node_modules as its parent node_modules
55774 verbose linkBins ansi-regex@2.0.0
55775 verbose linkMans ansi-regex@2.0.0
55776 silly build ansi-styles@2.1.0
55777 info linkStuff ansi-styles@2.1.0
55778 silly linkStuff ansi-styles@2.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/strip-dirs/node_modules as its parent node_modules
55779 verbose linkBins ansi-styles@2.1.0
55780 verbose linkMans ansi-styles@2.1.0
55781 silly build has-ansi@2.0.0
55782 info linkStuff has-ansi@2.0.0
55783 silly linkStuff has-ansi@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/strip-dirs/node_modules as its parent node_modules
55784 verbose linkBins has-ansi@2.0.0
55785 verbose linkMans has-ansi@2.0.0
55786 silly build strip-ansi@3.0.0
55787 info linkStuff strip-ansi@3.0.0
55788 silly linkStuff strip-ansi@3.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/strip-dirs/node_modules as its parent node_modules
55789 verbose linkBins strip-ansi@3.0.0
55790 verbose linkMans strip-ansi@3.0.0
55791 silly build supports-color@2.0.0
55792 info linkStuff supports-color@2.0.0
55793 silly linkStuff supports-color@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/strip-dirs/node_modules as its parent node_modules
55794 verbose linkBins supports-color@2.0.0
55795 verbose linkMans supports-color@2.0.0
55796 silly build chalk@1.1.1
55797 info linkStuff chalk@1.1.1
55798 silly linkStuff chalk@1.1.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/strip-dirs/node_modules as its parent node_modules
55799 verbose linkBins chalk@1.1.1
55800 verbose linkMans chalk@1.1.1
55801 silly build strip-indent@1.0.1
55802 info linkStuff strip-indent@1.0.1
55803 silly linkStuff strip-indent@1.0.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55804 verbose linkBins strip-indent@1.0.1
55805 verbose link bins [ { 'strip-indent': 'cli.js' },
55805 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
55805 verbose link bins   false ]
55806 verbose linkMans strip-indent@1.0.1
55807 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/strip-indent is being purged
55808 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/strip-indent
55809 silly build redent@1.0.0
55810 info linkStuff redent@1.0.0
55811 silly linkStuff redent@1.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55812 verbose linkBins redent@1.0.0
55813 verbose linkMans redent@1.0.0
55814 silly build strip-json-comments@0.1.3
55815 info linkStuff strip-json-comments@0.1.3
55816 silly linkStuff strip-json-comments@0.1.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55817 verbose linkBins strip-json-comments@0.1.3
55818 verbose link bins [ { 'strip-json-comments': 'cli.js' },
55818 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
55818 verbose link bins   false ]
55819 verbose linkMans strip-json-comments@0.1.3
55820 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/strip-json-comments is being purged
55821 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/strip-json-comments
55822 silly build rc@0.5.5
55823 info linkStuff rc@0.5.5
55824 silly linkStuff rc@0.5.5 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55825 verbose linkBins rc@0.5.5
55826 verbose link bins [ { rc: './index.js' },
55826 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
55826 verbose link bins   false ]
55827 verbose linkMans rc@0.5.5
55828 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/rc is being purged
55829 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/rc
55830 silly build get-proxy@1.0.1
55831 info linkStuff get-proxy@1.0.1
55832 silly linkStuff get-proxy@1.0.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55833 verbose linkBins get-proxy@1.0.1
55834 verbose linkMans get-proxy@1.0.1
55835 silly build strip-outer@1.0.0
55836 info linkStuff strip-outer@1.0.0
55837 silly linkStuff strip-outer@1.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55838 verbose linkBins strip-outer@1.0.0
55839 verbose linkMans strip-outer@1.0.0
55840 silly build strip-path@0.1.1
55841 info linkStuff strip-path@0.1.1
55842 silly linkStuff strip-path@0.1.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55843 verbose linkBins strip-path@0.1.1
55844 verbose linkMans strip-path@0.1.1
55845 silly build ansi-regex@2.0.0
55846 info linkStuff ansi-regex@2.0.0
55847 silly linkStuff ansi-regex@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/sum-up/node_modules as its parent node_modules
55848 verbose linkBins ansi-regex@2.0.0
55849 verbose linkMans ansi-regex@2.0.0
55850 silly build ansi-styles@2.1.0
55851 info linkStuff ansi-styles@2.1.0
55852 silly linkStuff ansi-styles@2.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/sum-up/node_modules as its parent node_modules
55853 verbose linkBins ansi-styles@2.1.0
55854 verbose linkMans ansi-styles@2.1.0
55855 silly build has-ansi@2.0.0
55856 info linkStuff has-ansi@2.0.0
55857 silly linkStuff has-ansi@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/sum-up/node_modules as its parent node_modules
55858 verbose linkBins has-ansi@2.0.0
55859 verbose linkMans has-ansi@2.0.0
55860 silly build strip-ansi@3.0.0
55861 info linkStuff strip-ansi@3.0.0
55862 silly linkStuff strip-ansi@3.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/sum-up/node_modules as its parent node_modules
55863 verbose linkBins strip-ansi@3.0.0
55864 verbose linkMans strip-ansi@3.0.0
55865 silly build supports-color@2.0.0
55866 info linkStuff supports-color@2.0.0
55867 silly linkStuff supports-color@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/sum-up/node_modules as its parent node_modules
55868 verbose linkBins supports-color@2.0.0
55869 verbose linkMans supports-color@2.0.0
55870 silly build chalk@1.1.1
55871 info linkStuff chalk@1.1.1
55872 silly linkStuff chalk@1.1.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/sum-up/node_modules as its parent node_modules
55873 verbose linkBins chalk@1.1.1
55874 verbose linkMans chalk@1.1.1
55875 silly build sum-up@1.0.2
55876 info linkStuff sum-up@1.0.2
55877 silly linkStuff sum-up@1.0.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55878 verbose linkBins sum-up@1.0.2
55879 verbose linkMans sum-up@1.0.2
55880 silly build strip-dirs@1.1.1
55881 info linkStuff strip-dirs@1.1.1
55882 silly linkStuff strip-dirs@1.1.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
55883 verbose linkBins strip-dirs@1.1.1
55884 verbose link bins [ { 'strip-dirs': 'cli.js' },
55884 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
55884 verbose link bins   false ]
55885 verbose linkMans strip-dirs@1.1.1
55886 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/strip-dirs is being purged
55887 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/strip-dirs
55888 silly build supports-color@0.2.0
55889 info linkStuff supports-color@0.2.0
55890 silly linkStuff supports-color@0.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
